verdict,statement,factcheck_analysis_link
false,"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",https://www.politifact.com/factchecks/2020/may/19/facebook-posts/states-do-use-masks-contain-covid-19-prisons/
false,"Countries were exporting COVID-19 ""diagnostic test instruments"" in 2018.",https://www.politifact.com/factchecks/2020/sep/10/facebook-posts/covid-19-tests-did-not-exist-2018/
false,"Says Hillary Clinton’s energy agenda ""will cost the U.S. economy over $5 trillion""",https://www.politifact.com/factchecks/2016/sep/27/donald-trump/donald-trumps-false-clinton-energy-plan/
true,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""",https://www.politifact.com/factchecks/2008/may/23/barack-obama/they-were-hired/
true,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""",https://www.politifact.com/factchecks/2009/sep/21/national-right-life-committee/national-right-life-committee-says-baucus-bill-wou/
false,"""Fauci admits he isn’t listening to the science when advocating policy.""",https://www.politifact.com/factchecks/2021/mar/15/facebook-posts/no-fauci-didnt-admit-hes-not-listening-covid-19-sc/
false,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",https://www.politifact.com/factchecks/2020/oct/25/facebook-posts/bidens-tax-plan-wont-tax-401k-accounts/
false,"""‘LOL’ stands for ‘Lucifer our Lord.’ Satanists end their prayers by saying ‘Lucifer our Lord’.""",https://www.politifact.com/factchecks/2021/jul/06/viral-image/no-texting-lol-doesnt-make-you-satanist/
false,"Says Kurt Schrader ""cast the deciding vote that failed to extend tax cuts for Oregon’s middle-class families and small businesses.""",https://www.politifact.com/factchecks/2010/oct/19/scott-bruun/scott-bruun-says-kurt-schrader-was-deciding-vote-n/
false,"Under last year’s health care reform, ""a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.""",https://www.politifact.com/factchecks/2011/aug/02/phil-gingrey/gingrey-claims-federal-health-care-board-can-decid/
true,"The impeachment inquiry hearings ""going on behind closed doors over which Congressman Schiff is presiding—they are consistent with the rules"" of the U.S. House of Representatives.",https://www.politifact.com/factchecks/2019/oct/28/andrew-napolitano/fox-news-analyst-correct-impeachment-inquiry-follo/
false,"Says ""new estimates from the Congressional Budget Office conclude the final price-tag"" for the health care law ""will exceed $2 trillion — more than double what was initially reported.""",https://www.politifact.com/factchecks/2012/apr/01/frank-lobiondo/frank-lobiondo-says-health-care-reform-law-will-co/
true,"""While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a ‘successful’ terrorist attack during the eight years before President Obama’s 2008 election.""",https://www.politifact.com/factchecks/2016/aug/18/john-burton/top-california-democrat-seizes-911-omission-donald/
true,"""Washington has incentivized the militarization of local police precincts.""",https://www.politifact.com/factchecks/2014/aug/21/rand-paul/rand-paul-says-federal-program-incentivizes-police/
true,"""Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.""",https://www.politifact.com/factchecks/2016/jul/14/bill-mitchell/illinois-spent-millions-covering-illegals/
false,"""This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.""",https://www.politifact.com/factchecks/2010/may/05/mike-pence/republican-says-obama-cut-budget-illegal-immigrati/
true,"""Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs.""",https://www.politifact.com/factchecks/2010/mar/28/marco-rubio/rubio-says-florida-has-lost-211000-jobs-crist-camp/
true,Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,https://www.politifact.com/factchecks/2014/feb/04/nan-orrock/orrock-questions-drug-testing-plan/
true,"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",https://www.politifact.com/factchecks/2007/dec/28/mike-huckabee/romney-refused-to-pardon-soldier-and-everyo/
false,"Says Rick Scott has ""teamed up with a felon convicted of running a Ponzi scheme to smear Charlie Crist.""",https://www.politifact.com/factchecks/2014/sep/02/charlie-crist/crist-says-rick-scott-teamed-ponzi-schemer-scott-r/
true,Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,https://www.politifact.com/factchecks/2016/feb/09/j-jacobs/did-jfk-answer-vince-lombardis-call-spring-green-b/
false,"Says U.S. Senate candidate Joni Ernst signed a pledge that ""protects tax breaks for companies that ship jobs overseas.""",https://www.politifact.com/factchecks/2014/aug/05/next-generation-climate-action-committee/ad-says-joni-ernst-pledged-protect-tax-breaks-comp/
false,"Says former Sen. Rick Santorum said, ""Sometimes pregnancy is God’s way of comforting rape victims.""",https://www.politifact.com/factchecks/2017/apr/02/blog-posting/uspoln-puts-rape-pregnancy-words-ex-us-sen-rick-sa/
true,Says states that passed anti-illegal-immigrant legislation also had few Hispanic legislators.,https://www.politifact.com/factchecks/2011/jun/29/women-wall/rebecca-forest/
false,"""ICE is required to fill 34,000 beds with detainees every single night and that number has only been increasing since 2009.""",https://www.politifact.com/factchecks/2018/jul/06/alexandria-ocasio-cortez/alexandria-ocasio-cortez-misrepresents-ices-detent/
false,"""Innocent lives will be saved"" by ending taxpayer funding of Planned Parenthood.",https://www.politifact.com/factchecks/2021/feb/12/greg-abbott/medicaid-not-directly-linked-abortions-texas/
true,"About 106,000 soldiers had ""a prescription of three weeks or more"" for pain, depression or anxiety medication.",https://www.politifact.com/factchecks/2010/aug/10/gen-peter-chiarelli/us-army-report-documents-problem-suicides-military/
false,"The decision to cancel the trademark of the Washington Redskins ""is not the Patent and Trademark Office. This is Barack Obama.""",https://www.politifact.com/factchecks/2014/jun/19/rush-limbaugh/rush-limbaugh-reaches-claim-obama-blame-washington/
false,"""If you make more than $250,000 a year … you only really take home about $125,000.""",https://www.politifact.com/factchecks/2012/jul/16/steve-doocy/steve-doocy-says-someone-earning-250000-pays-half-/
true,"""Some politicians … want to put new taxes on a lot of groceries.""",https://www.politifact.com/factchecks/2011/feb/07/americans-against-food-taxes/americans-against-food-taxes-ad-during-super-bowl-/
false,"Tylenol ""ruins your ability to kill"" COVID-19.",https://www.politifact.com/factchecks/2022/jan/05/instagram-posts/no-tylenol-doesnt-ruin-your-ability-fight-covid-19/
true,"""Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school – no matter where they live or how much money their parents make.""",https://www.politifact.com/factchecks/2007/may/02/tommy-thompson/he-was-credited-as-a-tinkerer/
false,"Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was ""to raise taxes on students.""",https://www.politifact.com/factchecks/2015/sep/09/hillary-clinton/scott-walker-rejected-bill-make-student-loan-payme/
true,"Before April 22, ""we have restored the rights of more than 18,000 individuals, which is more than the past seven governors combined in their four-year terms.""",https://www.politifact.com/factchecks/2016/may/09/terry-mcauliffe/mcauliffe-held-va-record-retoring-felon-voting-rig/
false,"Says Sen. Bernie Sanders lived off welfare before he was elected, never held a ""9-5 job"" and hasn’t proposed a single bill that passed.",https://www.politifact.com/factchecks/2019/mar/01/facebook-posts/old-meme-wrong-bernie-sanders-resume-financ/
true,"""Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.""",https://www.politifact.com/factchecks/2011/mar/23/leticia-van-de-putte/state-sen-letiticia-van-de-putte-says-there-have-b/
true,Says Newt Gingrich aligned with Nancy Pelosi on global warming.,https://www.politifact.com/factchecks/2011/dec/23/make-us-great-again/pro-perry-super-pac-says-gingrich-teamed-pelosi-gl/
true,"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",https://www.politifact.com/factchecks/2013/apr/12/michele-walsh/expert-says-infant-mortality-rate-near-university-/
false,"A Chinese proverb says, ""Those who say it can not be done, should not interrupt those doing it.""",https://www.politifact.com/factchecks/2018/jun/22/ivanka-trump/no-evidence-link-ivanka-trump-quote-chinese-prover/
true,"""The median income of a middle class family went down $2,100 from 2001 to 2007.""",https://www.politifact.com/factchecks/2011/nov/18/joe-biden/biden-says-middle-income-earners-lost-ground-reces/
true,"""Today, for the first time in fifteen years, Master Lock’s unionized plant in Milwaukee is running at full capacity.""",https://www.politifact.com/factchecks/2012/feb/01/barack-obama/president-obama-says-master-lock-has-brought-back-/
true,"""My opponent is endorsed by Citizens United.""",https://www.politifact.com/factchecks/2018/oct/25/claire-mccaskill/mccaskill-correct-hawley-endorsed-citizens-united-/
true,"""There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s.""",https://www.politifact.com/factchecks/2011/apr/01/johnny-isakson/isakson-claims-no-deaths-us-nuke-plant-operations/
true,"""My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.""",https://www.politifact.com/factchecks/2014/dec/18/scott-walker/scott-walker-says-hes-got-himself-thank-his-tax-bi/
true,"An effort to repeal voting-reform legislation would be ""the first time in Ohio history where a bill has been passed to stop a referendum.""",https://www.politifact.com/factchecks/2012/apr/09/eric-kearney/eric-kearney-says-repeal-voter-reform-legislation-/
false,"Says Bill Gates is linked to the discovery of vials labeled ""smallpox"" at Pennsylvania lab.",https://www.politifact.com/factchecks/2021/nov/19/facebook-posts/theres-no-evidence-linking-bill-gates-vials-labele/
false,Says this crowd video shows the ongoing protests in Cuba.,https://www.politifact.com/factchecks/2021/jul/13/tweets/viral-video-shows-soccer-celebration-buenos-aires-/
true,"Says ""only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.""",https://www.politifact.com/factchecks/2012/jun/11/sam-adams/do-only-18-percent-portland-elementary-schools-off/
true,"""In fact, there’s more state funding for education today than any other time.""",https://www.politifact.com/factchecks/2013/nov/10/chris-christie/chris-christie-tells-teacher-school-funding-highes/
true,"""The causation standard in Indiana is exactly the same as it is in Illinois.""",https://www.politifact.com/factchecks/2016/dec/19/david-menchetti/illinois-indiana-work-comp-law-same-words-differen/
true,"West Virginia ""has the highest overdose rate per capita of any state in our nation.""",https://www.politifact.com/factchecks/2018/nov/01/joe-manchin/does-west-virginia-have-more-overdoses-any-state/
false,"Says he has ""always"" believed ""in a woman’s right to choose.""",https://www.politifact.com/factchecks/2022/apr/22/charlie-crist/crist-says-he-always-supported-abortion-access-his/
false,"""Cori Bush is a career criminal and a con artist.""",https://www.politifact.com/factchecks/2020/sep/29/anthony-rogers/cori-bushs-court-cases-arent-criminal-despite-clai/
true,"""While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart.""",https://www.politifact.com/factchecks/2008/jan/22/barack-obama/hillary-went-the-wal-mart-way/
true,"""In Chicago, they've had thousands of shootings, thousands since Jan. 1. Thousands of shootings.""",https://www.politifact.com/factchecks/2016/sep/27/donald-trump/donald-trump-says-chicago-has-experienced-thousand/
false,"""Socialist Workers Party leader Bernie Sanders supported Ayatollah Khomeini against the US, condemned president Carter for imperialism, and accused the hostages of being CIA spies.""",https://www.politifact.com/factchecks/2020/feb/25/facebook-posts/fact-checking-ties-between-bernie-sanders-socialis/
false,"As written, the (Illinois school funding) bill includes a bailout of Chicago’s broken teacher pension system.",https://www.politifact.com/factchecks/2017/aug/01/bruce-rauner/rauners-chicago-schools-bailout-claim-rooted-polit/
true,State governments have little ability to stimulate job growth in the short run.,https://www.politifact.com/factchecks/2011/jan/05/david-wyss/economist-says-state-can-do-little-short-term-job-/
false,The health care law includes tort reform.,https://www.politifact.com/factchecks/2011/jan/21/anthony-weiner/tort-reform-health-care-law-no/
false,"State budget cuts for local schools resulted in ""nearly 4,000 educator layoffs""",https://www.politifact.com/factchecks/2011/nov/28/wisconsin-education-association-council/weac-says-state-budget-cuts-led-nearly-4000-educat/
false,Undocumented immigrants get Medicare for free.,https://www.politifact.com/factchecks/2019/feb/27/facebook-posts/no-undocumented-immigrants-dont-get-medicare-free/
true,Says Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,https://www.politifact.com/factchecks/2012/aug/15/stephanie-cutter/ryans-plan-includes-700-billion-medicare-cuts-says/
false,"""I’ve been against that war in Afghanistan from the very beginning.""",https://www.politifact.com/factchecks/2021/dec/15/joe-biden/joe-biden-wrong-he-was-against-afghanistan-war-sta/
false,"Says Terry McAuliffe is ""the person who invented the scheme to rent out the Lincoln Bedroom.""",https://www.politifact.com/factchecks/2013/aug/26/ken-cuccinelli/cuccinell-overstates-mcauliffes-role-lincoln-bedro/
true,"""The poverty rates for African Americans and Hispanic Americans -- it’s been incredible, they’ve all reached their lowest levels in the history of our country.""",https://www.politifact.com/factchecks/2018/oct/23/donald-trump/african-american-hispanic-poverty-all-time-low/
true,"""The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.""",https://www.politifact.com/factchecks/2012/aug/02/shirley-turner/new-jersey-judges-pension-system-most-underfunded-/
false,"Photo shows a ""Palestinian boy cleaning his own family’s blood.""",https://www.politifact.com/factchecks/2021/may/20/viral-image/no-photo-doesnt-show-palestinian-boy-cleaning-his-/
true,"""The Border Patrol has 20,000 agents – more than twice as many as there were in 2004.""",https://www.politifact.com/factchecks/2011/may/10/barack-obama/obama-says-border-patrol-has-doubled-number-agents/
true,"""Republicans in Congress refuse to list a single tax loophole they are willing to close.""",https://www.politifact.com/factchecks/2012/apr/05/barack-obama/obama-says-republicans-congress-wont-name-one-tax/
true,"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.",https://www.politifact.com/factchecks/2015/jan/07/hank-huckaby/huckaby-target-stats-skills-gap/
false,"Says Joe Biden said, ""This country is doomed, not just because of African Americans, but because by 2040 this country is going to be minority white European.""",https://www.politifact.com/factchecks/2021/apr/23/instagram-posts/no-biden-didnt-say-country-doomed-because-african-/
true,"Since taking office in January 2011, ""the ‘rainy day’ fund has increased by 226 percent.""",https://www.politifact.com/factchecks/2013/jan/29/nathan-deal/deal-rainy-day-fund-blossoming/
true,"Florida’s red flag gun law has been used ""about five times a day.""",https://www.politifact.com/factchecks/2019/sep/03/dave-aronberg/explaining-how-floridas-red-flag-gun-law-works/
true,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",https://www.politifact.com/factchecks/2010/jan/25/carolyn-maloney/congresswoman-says-democratic-presidents-create-mo/
true,"""Iowa ranks 45th in the U.S. for internet connectivity.""",https://www.politifact.com/factchecks/2021/nov/12/cindy-axne/iowa-45th-internet-connectivity-axne-says/
false,"Tim Kaine wants to thwart ""right-to-work reform measures in Midwest battleground states.""",https://www.politifact.com/factchecks/2011/feb/25/christopher-peace/del-chris-peace-says-tim-kaine-lock-step-obama-opp/
false,"Says Transportation Secretary Ray LaHood will ""force you to stop using your cell phone"" while driving.",https://www.politifact.com/factchecks/2010/dec/18/lars-larson/government-going-pry-your-cell-phone-phone-your-co/
true,"""Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.""",https://www.politifact.com/factchecks/2020/jun/08/glenn-grothman/glenn-grothman-target-about-tie-between-vitamin-d-/
false,"An antifa flyer encourages activists ""to disguise yourselves as patriots/Trump supporters"" on Nov. 4.",https://www.politifact.com/factchecks/2020/sep/18/viral-image/no-antifa-activists-arent-disguising-themselves-tr/
true,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.",https://www.politifact.com/factchecks/2012/dec/17/jim-moran/jim-moran-says-cuts-pay-and-pensions-will-cost-fed/
false,"Says Oregon’s high minimum wage is the reason why ""by 2011, Oregon's restaurants employed an average of only 13.8 workers, or 2.6 fewer employees than they did before the state's minimum wage began rising above the federal level in 1997.""",https://www.politifact.com/factchecks/2013/apr/13/melvin-sickler/has-oregons-higher-minimum-wage-hurt-our-restauran/
true,"""Missouri is actually the only state that has been forced to borrow money from the federal government to pay for unemployment benefits during each of the last five economic downturns.""",https://www.politifact.com/factchecks/2017/apr/23/allen-andrews/missouri-has-borrowed-money-unemployment-insurance/
false,"""There are about 350,000 people who succeed in crossing our borders illegally each year.""",https://www.politifact.com/factchecks/2016/jul/19/jeff-sessions/senator-jeff-sessions-says-about-350000-people-suc/
false,"Says Andrew Gillum has a ""far left socialist platform.""",https://www.politifact.com/factchecks/2018/sep/06/ron-desantis/no-floridas-andrew-gillum-not-socialist/
true,"""We’re No. 1 in child hunger.""",https://www.politifact.com/factchecks/2010/jul/03/carol-morgan/morgan-says-were-no-1-child-hunger/
false,"""I didn’t support Sonia Sotomayor.""",https://www.politifact.com/factchecks/2016/jan/15/chris-christie/marco-rubio-says-chris-christie-supported-sonia-so/
true,"""Florida ranks 45th"" in the nation for tuition.",https://www.politifact.com/factchecks/2012/feb/27/denise-grimsley/florida-ranks-45th-nation-tuition-costs-denise-gri/
true,"""West Virginia’s exports increased for the second year in a row in 2018, reaching $8.1 billion. Additionally, West Virginia’s export growth rate was 14.2%, nearly double the national average of 7.6%.""",https://www.politifact.com/factchecks/2019/apr/24/west-virginia-republican-party/have-exports-west-virginia-risen-faster-us-whole/
true,"""My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.""",https://www.politifact.com/factchecks/2012/jan/14/suzanne-bonamici/did-cornilles-go-after-bonamici-medicare-day-one/
true,"""The Dallas Cowboys can’t put a sticker on their helmets for the 5 police officers who were killed.""",https://www.politifact.com/factchecks/2016/sep/01/james-woods/james-woods-says-dallas-cowboys-cant-honor-dead-of/
false,"""I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.""",https://www.politifact.com/factchecks/2016/jun/22/donald-trump/trump-still-wrong-his-claim-opposed-iraq-war-ahead/
true,"""The world food demand is going to double sometime between now and 2070.""",https://www.politifact.com/factchecks/2015/nov/30/roy-blunt/sen-roy-blunt-right-about-future-demand-food/
false,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails ""right at the end so that you don’t see the laughter, the joke.""",https://www.politifact.com/factchecks/2020/mar/02/donald-trump/donald-trump-rewrites-history-about-his-russia-if-/
false,"ICE has been illegally releasing immigrants ""in Huntersville #NC13 at big box retail locations. Feds aren’t notifying anyone, just making secret drops at 3am.""",https://www.politifact.com/factchecks/2022/feb/08/tyler-lee/no-proof-immigrant-drop-offs-charlotte-suburb/
true,"""Our trade deficit in goods reached nearly … $800 billion last year alone.""",https://www.politifact.com/factchecks/2016/jul/22/donald-trump/donald-trump-says-goods-trade-deficit-was-almost-8/
false,"""Hillary Clinton is on trial for Bengazi (sic) this week.""",https://www.politifact.com/factchecks/2020/jun/11/facebook-posts/no-hillary-clinton-isnt-trial-over-terror-attack-b/
true,"""As a former federal prosecutor, I prosecuted over 4,000 cases.""",https://www.politifact.com/factchecks/2016/apr/25/catherine-hanaway/federal-prosecutor-catherine-hanaway-and-her-offic/
true,"""Farouk is on fire.""",https://www.politifact.com/factchecks/2010/apr/01/j-xavier/rapper-j-xavier-says-farouk-shami-fire/
true,"""Twenty-five states have lower unemployment than Texas"" which is ""tied with Mississippi for more minimum-wage jobs than anywhere in the United States.""",https://www.politifact.com/factchecks/2011/aug/16/lloyd-doggett/lloyd-doggett-says-texas-has-worse-unemployment-25/
false,"""Israel dropped a tactical nuclear weapon on the port of Beirut.""",https://www.politifact.com/factchecks/2020/aug/05/blog-posting/no-evidence-israel-hit-beirut-nuclear-missile/
false,"Carlos Gimenez ""wants a national database to track you and discriminate against you.""",https://www.politifact.com/factchecks/2022/jan/19/america-first-political-committee/attack-calls-gop-house-member-socialist-wrong-bill/
false,"Says he has supported ""George Bush more than I have Barack Obama.""",https://www.politifact.com/factchecks/2014/mar/18/nick-rahall/rep-nick-rahall-west-virginia-says-he-supported-ge/
true,The very first meal on the surface of the moon was the Holy Communion.,https://www.politifact.com/factchecks/2013/sep/16/facebook-posts/facebook-post-recognizes-little-known-space-fact/
false,"Speaking of immigration cases, says, ""We have thousands of judges.""",https://www.politifact.com/factchecks/2018/may/30/donald-trump/donald-trumps-false-claim-about-thousands-immigrat/
false,"Our ""kids can’t openly celebrate Christmas or pray in school.""",https://www.politifact.com/factchecks/2011/dec/09/rick-perry/rick-perry-says-kids-cant-openly-celebrate-christm/
false,"""CDC COVID-19 survival rates"" are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70.",https://www.politifact.com/factchecks/2020/dec/22/tweets/viral-tweet-cites-made-cdc-covid-19-survival-rates/
false,"A 2005 gay pride vote ""had nothing to do with discrimination.""",https://www.politifact.com/factchecks/2011/feb/21/tom-scott/tom-scott-says-2005-vote-against-gay-pride-events-/
true,Says GOP Senate nominee Darryl Glenn said he wants to see Ted Cruz appointed to the U.S. Supreme Court.,https://www.politifact.com/factchecks/2016/jul/13/michael-bennet/bennet-campaign-says-gop-senate-candidate-darryl-g/
true,"""We’re growing union jobs faster than Illinois.""",https://www.politifact.com/factchecks/2017/nov/03/eric-holcomb/indiana-governor-right-gloat-about-union-jobs-succ/
true,"""Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined.""",https://www.politifact.com/factchecks/2011/sep/11/michael-bloomberg/new-york-city-mayor-mike-bloomberg-claims-populati/
false,"""No other country"" is having a ""second wave"" of COVID-19 ""because they are not trying to unseat a President in November.""",https://www.politifact.com/factchecks/2020/jul/14/facebook-posts/no-us-not-alone-facing-possible-second-wave-covid-/
false,"Says N.Y. Gov. Andrew Cuomo ""rejected buying recommended 16,000 ventilators in 2015 for the pandemic, for a pandemic, established death panels and lotteries instead. So, he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.""",https://www.politifact.com/factchecks/2020/mar/25/donald-trump/donald-trump-misses-key-facts-claim-new-york-gover/
false,Says Allen West violated federal law by scuba diving with U.S. flag.,https://www.politifact.com/factchecks/2011/jun/17/blog-posting/blogger-says-west-violated-federal-law-diving-flag/
false,Six thousand people have sought addiction treatment through expanded Medicaid.,https://www.politifact.com/factchecks/2015/jul/02/maggie-hassan/hassan-says-6000-people-expanded-medicaid-have-sou/
false,"The Gates Foundation ""has the patent for this coronavirus.""",https://www.politifact.com/factchecks/2020/apr/23/facebook-posts/gates-foundation-does-not-have-patent-coronavirus/
false,"The Democrats’ Green New Deal includes ""working towards ending air travel.""",https://www.politifact.com/factchecks/2019/feb/28/rick-scott/no-green-new-deal-doesnt-ban-air-travel-florida-se/
false,"Says he ""didn’t have an involvement with"" nutritional supplement company Mannatech.",https://www.politifact.com/factchecks/2015/oct/29/ben-carson/debate-ben-carson-says-he-has-no-connection-mannat/
false,"""You lie!"" (in response to President Obama saying health reform would not insure illegal immigrants.)",https://www.politifact.com/factchecks/2009/sep/10/joe-wilson/joe-wilson-south-carolina-said-obama-lied-he-didnt/
true,"Hillsborough's Public Transportation Commission has ""a rule that says cabbies have to wear socks. I mean, please. Come on.""",https://www.politifact.com/factchecks/2010/dec/02/ronda-storms/ronda-storms-says-local-transit-agency-forces-cab-/
true,"Polls show that Americans ""overwhelmingly"" support ""expanding background checks.""",https://www.politifact.com/factchecks/2013/apr/18/gabrielle-giffords/gabby-giffords-says-americans-overwhelmingly-suppo/
true,"""The national economy was strong in its largest expansion of private sector jobs before President Trump came into office.""",https://www.politifact.com/factchecks/2018/sep/25/tim-kaine/ne-right-record-jobs-growth-streak-precedes-trump/
true,"""You can import as many hemp products into this country as you want...but we can’t grow it.""",https://www.politifact.com/factchecks/2016/may/22/william-devereaux/hemp-helpful-just-dont-grow-it/
false,"""I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.""",https://www.politifact.com/factchecks/2008/jul/17/john-mccain/not-perfect-with-all-the-veterans/
true,"""If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.""",https://www.politifact.com/factchecks/2012/jul/05/chris-christie/mitt-romney-barack-obama-margin-error-race-white-h/
false,"""When the price for oil goes up on the markets, it goes right up, but it never goes down.""",https://www.politifact.com/factchecks/2017/jul/25/charles-schumer/yes-chuck-schumer-oil-prices-do-fall/
false,"""Puerto Rico mayor facing fraud charges over $3M in federal disaster relief""",https://www.politifact.com/factchecks/2018/jul/19/blog-posting/misleading-article-implies-puerto-rico-hurricane-a/
true,"Oregon has never before tried to create a land-use plan for ""what it should look like for 50 years.""",https://www.politifact.com/factchecks/2014/mar/06/state-rep-brian-clem-d-salem/has-oregon-never-created-land-use-plan-what-it-sho/
true,"Says the 3C Corridor train would have taken  ""an hour and 15 minutes longer"" to carry passengers across Ohio ""than it would have taken on a New York Central train in 1935.""",https://www.politifact.com/factchecks/2011/jan/07/brent-larkin/columnist-brent-larkins-claim-about-1935-steam-tra/
false,Says Texas economy is about 30 percent larger than Australia’s.,https://www.politifact.com/factchecks/2012/dec/20/larry-kilgore/larry-kilgore-says-texas-economy-about-30-percent-/
true,"""President Obama's proposed 'spending freeze' will only reduce the $42 trillion in government spending proposed between 2011 and 2020 by little more than one-half of 1 percent.""",https://www.politifact.com/factchecks/2010/jan/28/john-boehner/boehner-claims-obamas-proposed-spending-freeze-wil/
false,"Says the COVID-19 vaccine doesn’t ""prevent catching or spreading"" the virus ""and only lasts months.""",https://www.politifact.com/factchecks/2021/sep/21/facebook-posts/covid-19-vaccines-work-even-if-they-arent-100-effe/
false,"General Motors ""admits the 'clean' energy used to charge electric cars comes from coal, 95% coal, to be exact.""",https://www.politifact.com/factchecks/2021/jul/29/facebook-posts/general-motors-did-not-say-95-energy-electric-cars/
true,"Says Rick Scott’s ""hospital company stole millions, defrauding the military’s health care program.""",https://www.politifact.com/factchecks/2018/oct/23/votevetsorg/rick-scotts-companys-fraud-focus-attack-veterans-g/
false,"NBC News ""covered up Hunter Biden laptop story.""",https://www.politifact.com/factchecks/2022/may/04/elon-musk/elon-musks-false-claim-nbc-news-covered-hunter-bid/
true,"Says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",https://www.politifact.com/factchecks/2020/mar/18/kelly-alexander/most-nc-legislators-high-risk-age-group-coronaviru/
true,"""I’m the only candidate for Milwaukee County executive that has voted against increasing government pensions.""",https://www.politifact.com/factchecks/2011/feb/11/jeff-stone/milwaukee-county-executive-candidate-jeff-stone-sa/
true,"""Since the week ending March 14, Wisconsin actually saw a drop in tourism spending compared to last year of $1.7 billion.""",https://www.politifact.com/factchecks/2020/jun/12/sara-meaney/yes-state-has-seen-drop-more-billion-tourism-dolla/
false,"Video shows ""pupils in Nigeria running away from being vaccinated.""",https://www.politifact.com/factchecks/2021/aug/27/facebook-posts/no-video-doesnt-show-nigerian-students-fleeing-cov/
false,"Under Florida’s voting law, a requirement to turn in voter registrations within 48 hours ""makes it impossible to meet the deadline if you’re working right to the end of the week.""",https://www.politifact.com/factchecks/2012/jun/12/chris-matthews/chris-matthews-discusses-48-hour-rule-florida-voti/
false,"""Right now we have sufficient reserves to take care of Tennessee's lottery scholarship students for a few years more.""",https://www.politifact.com/factchecks/2012/mar/29/dolores-gresham/leader-education-committee-claims-lottery-deficits/
true,"""The past president (Barack Obama) brought Al Sharpton into the White House something like 80 times.""",https://www.politifact.com/factchecks/2018/feb/09/glenn-grothman/gop-wisconsin-house-member-sharpton-visits-obama-w/
false,"""In Bakersfield, where there’s a lot of oil drilling going on, there’s more solar jobs now in Bakersfield and around that area than there are oil jobs.""",https://www.politifact.com/factchecks/2019/dec/06/arnold-schwarzenegger/more-jobs-solar-oil-bakersfield-arnold-schwarzeneg/
false,"""Forty-six cents of every dollar"" Ohio could get for Medicaid expansion ""is going to come from China or some other country that doesn’t like us very much.""",https://www.politifact.com/factchecks/2013/may/22/ron-maag/rep-ron-maag-says-46-percent-medicaid-expansion-mo/
true,"The U.S. is spending ""one out of every six Defense Department dollars on Afghanistan.""",https://www.politifact.com/factchecks/2011/jun/23/jon-huntsman/jon-huntsman-said-1-6-defense-dollars-are-spent-af/
